City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Buraydah,SA,26.326,43.975,48.33,44,0,8.84,clear sky
456,Marzuq,YE,14.4,46.4667,61.14,60,27,0.16,scattered clouds
457,Shillong,IN,25.5689,91.8831,34.83,76,0,1.19,clear sky
458,Acajutla,SV,13.5928,-89.8275,81.81,72,3,5.97,clear sky
459,Nome,US,64.5011,-165.4064,3.27,47,0,6.91,clear sky
460,Rudnaya Pristan,RU,44.3614,135.8116,16.11,60,40,14.47,scattered clouds
461,Haines Junction,CA,60.7522,-137.5108,32.07,90,24,6.13,few clouds
462,Suntar,RU,62.1444,117.6319,-31.72,100,98,2.84,overcast clouds
463,Tucson,US,32.2217,-110.9265,79.18,10,0,10.36,clear sky
464,Mayumba,GA,-3.432,10.6554,77.72,89,100,3.49,light rain
465,Maarianhamina,AX,60.0973,19.9348,35.46,80,100,13.8,overcast clouds
466,San Isidro,PE,-12.1167,-77.05,76.01,69,75,6.91,broken clouds
467,Bushenyi,UG,-0.5853,30.2114,60.26,79,100,1.5,overcast clouds
468,Griffith,US,41.5284,-87.4237,18.09,67,75,9.22,broken clouds
469,Cugir,RO,45.8333,23.3667,24.53,80,4,3.22,clear sky
470,Phonhong,LA,18.5007,102.4166,67.82,94,96,1.39,overcast clouds
471,Atbasar,KZ,51.8,68.3333,23.16,96,100,12.15,snow
472,Micheweni,TZ,-4.9667,39.8333,78.42,77,69,6.31,broken clouds
473,Shizunai,JP,42.3339,142.3669,29.73,72,87,18.72,overcast clouds
474,Mantua,IT,45.1667,10.7833,39.18,70,7,3.0,clear sky
475,Yarmouth,US,41.7057,-70.2286,51.85,75,0,6.91,clear sky
476,Ngunguru,NZ,-35.6167,174.5,75.16,68,85,20.62,overcast clouds
477,Saint-Francois,FR,46.4154,3.9054,31.41,92,60,2.3,broken clouds
478,Novyy Buyan,RU,53.6861,50.0469,24.96,96,100,9.28,light snow
479,Konstantinovka,RU,49.6167,127.9833,1.56,95,100,8.3,overcast clouds
480,Gushikawa,JP,26.3544,127.8686,70.83,86,75,8.05,broken clouds
481,Salalah,OM,17.0151,54.0924,73.49,64,20,5.75,few clouds
482,Jakar,BT,27.5492,90.7525,27.07,46,0,5.66,clear sky
483,Kushima,JP,31.4583,131.2333,55.44,94,100,5.41,overcast clouds
484,El Carmen,CO,8.5106,-73.4478,70.66,71,66,5.17,broken clouds
485,San Carlos De Bariloche,AR,-41.1456,-71.3082,67.24,29,99,2.66,overcast clouds
486,Deputatskiy,RU,69.3,139.9,-10.7,93,100,5.84,overcast clouds
487,Kalulushi,ZM,-12.8378,28.0919,58.53,96,80,3.94,broken clouds
488,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.68,82,16,11.32,few clouds
489,Berekum,GH,7.4534,-2.584,75.7,72,82,4.72,broken clouds
490,Moroni,KM,-11.7022,43.2551,77.92,84,76,4.94,light rain
491,Porbandar,IN,21.6422,69.6093,66.76,47,3,8.34,clear sky
492,Oga,IT,46.4631,10.347,20.7,49,56,2.68,broken clouds
493,Mao,ES,39.8885,4.2658,48.76,87,0,4.61,clear sky
494,Thai Binh,VN,20.45,106.3333,62.6,92,100,8.48,overcast clouds
495,Kharp,RU,66.8014,65.8081,-9.92,99,100,3.89,light snow
496,Galdar,ES,28.147,-15.6502,63.1,74,9,10.58,clear sky
497,Ozinki,RU,51.1786,49.6769,21.33,94,100,7.14,overcast clouds
498,Tommot,RU,58.9564,126.2925,-33.18,100,79,1.03,broken clouds
499,Alihe,CN,50.5667,123.7167,-7.02,92,90,2.71,overcast clouds
500,Kamenka,RU,51.3223,42.7678,26.74,96,91,9.33,overcast clouds
501,Sola,VU,-13.8833,167.55,78.55,82,100,13.67,overcast clouds
502,Svay Rieng,KH,11.0879,105.7993,75.36,83,70,1.74,broken clouds
503,Sinnar,SD,13.5691,33.5672,74.93,22,0,13.98,clear sky
504,Poum,NC,-20.2333,164.0167,81.52,72,100,3.89,overcast clouds
505,Henties Bay,NA,-22.116,14.2845,70.86,79,96,5.17,light rain
506,Privolnyy,RU,44.0998,46.6587,39.72,75,25,8.79,scattered clouds
507,Ayia Anna,CY,34.9399,33.4843,53.6,93,0,6.91,clear sky
508,Lorengau,PG,-2.0226,147.2712,82.31,77,99,2.28,overcast clouds
509,Coolum Beach,AU,-26.5333,153.1,78.12,74,61,13.76,broken clouds
510,Atar,MR,20.5169,-13.0499,66.79,25,48,8.41,scattered clouds
511,Graham,US,47.0529,-122.2943,57.02,57,0,9.22,clear sky
512,Arecibo,PR,18.4724,-66.7157,76.1,94,45,15.19,scattered clouds
513,Daru,PG,-9.0763,143.2092,83.55,68,7,9.26,clear sky
514,Juan Lacaze,UY,-34.4342,-57.4381,63.12,62,63,17.81,broken clouds
515,Umm Kaddadah,SD,13.6017,26.6876,58.55,21,2,11.52,clear sky
516,Salekhard,RU,66.53,66.6019,-10.26,99,100,5.21,overcast clouds
517,Katima Mulilo,NA,-17.5,24.2667,64.76,96,30,3.47,scattered clouds
518,Kununurra,AU,-15.7667,128.7333,84.18,84,43,2.3,scattered clouds
519,Bafata,GW,12.1667,-14.75,74.88,13,0,4.5,clear sky
520,Severo-Yeniseyskiy,RU,60.3725,93.0408,-19.26,99,19,3.62,few clouds
521,Novopavlovka,RU,51.2172,109.2091,-28.12,100,73,1.43,broken clouds
522,Japura,ID,-0.3167,102.35,73.54,96,99,1.1,overcast clouds
523,Evensk,RU,61.95,159.2333,-5.85,75,20,6.46,few clouds
524,Esna,EG,25.2934,32.554,55.98,46,0,6.22,clear sky
525,Kavieng,PG,-2.5744,150.7967,82.38,73,100,3.2,light rain
526,Andros Town,BS,24.7,-77.7667,75.16,79,10,9.82,clear sky
527,Novyy Urengoy,RU,66.0833,76.6333,-10.71,95,32,14.34,scattered clouds
528,Otradnoye,RU,59.7775,30.8181,35.65,97,100,10.96,light snow
529,Santa Maria,BR,-29.6842,-53.8069,70.11,89,48,4.81,scattered clouds
530,Hurricane,US,37.1753,-113.2899,68.34,17,4,1.86,clear sky
531,Kazanskaya,RU,45.4106,40.4361,36.72,87,100,14.97,overcast clouds
532,Manaure,CO,11.7751,-72.4445,79.68,70,62,22.86,broken clouds
533,Fredericksburg,US,38.3032,-77.4605,57.09,58,75,3.44,broken clouds
534,Gedo,ET,9.0167,37.45,58.71,48,87,1.34,overcast clouds
535,Inta,RU,66.0317,60.1659,4.32,85,100,10.69,overcast clouds
536,Tsumeb,NA,-19.2333,17.7167,66.04,83,100,5.23,overcast clouds
537,Bubaque,GW,11.2833,-15.8333,80.02,59,0,7.87,clear sky
538,Bani,DO,18.2833,-70.3333,77.86,75,16,9.84,few clouds
539,Ostersund,SE,63.1792,14.6357,32.61,86,75,11.5,broken clouds
540,Longyearbyen,SJ,78.2186,15.6401,8.44,72,0,10.36,clear sky
541,Panalingaan,PH,8.7842,117.4231,79.48,81,100,2.57,moderate rain
542,Khrebtovaya,RU,56.7032,104.2494,-29.54,100,31,2.57,scattered clouds
543,Quelimane,MZ,-17.8786,36.8883,74.46,96,94,3.2,light rain
544,Bydgoszcz,PL,53.1235,18.0076,30.65,74,0,5.75,clear sky
545,Rosetta,EG,31.4044,30.4164,55.58,78,0,10.2,clear sky
546,Boende,CD,-0.2167,20.8667,71.87,87,98,2.95,light rain
547,Fort Oglethorpe,US,34.949,-85.2569,51.26,55,75,12.66,broken clouds
548,Uglich,RU,57.5275,38.3317,28.94,92,99,13.96,light snow
549,Santa Engracia,ES,41.9406,-1.3245,49.14,75,81,6.22,broken clouds
550,Fez,MA,34.0372,-4.9998,41.25,56,0,2.3,clear sky
551,Bosaso,SO,11.2842,49.1816,73.18,74,56,3.38,broken clouds
552,Blagoyevo,RU,63.3667,47.9167,11.86,97,99,3.83,overcast clouds
553,Mackay,AU,-21.15,149.2,82.69,67,48,20.87,scattered clouds
554,Manavgat,TR,36.7867,31.4431,43.21,60,62,4.05,broken clouds
555,Broome,US,42.2506,-75.833,33.01,75,100,14.97,overcast clouds
556,Begusarai,IN,25.4167,86.1333,51.4,82,0,5.48,clear sky
557,Huilong,CN,31.8111,121.655,46.04,91,100,11.59,overcast clouds
558,Lumeje,AO,-11.55,20.7833,66.04,83,100,3.83,overcast clouds
559,Ihosy,MG,-22.4,46.1167,64.13,94,31,8.7,scattered clouds
560,Sorkjosen,NO,69.8,20.9333,15.71,67,30,12.57,scattered clouds
561,Sitka,US,57.0531,-135.33,42.69,81,100,3.44,overcast clouds
562,Murgab,TM,37.4966,61.9714,39.81,48,10,5.68,clear sky
563,Cedar City,US,37.6775,-113.0619,54.57,15,0,6.91,clear sky
564,Mayo,US,38.8876,-76.5119,55.02,49,0,5.75,clear sky
565,Batagay,RU,67.6333,134.6333,-23.67,93,85,3.2,overcast clouds
566,Lufilufi,WS,-13.8745,-171.5986,91.18,78,47,11.61,light rain
567,Paengaroa,NZ,-37.8167,176.4167,72.9,71,100,17.0,overcast clouds
568,Kattivakkam,IN,13.2167,80.3167,79.07,80,13,7.49,few clouds
569,Jasper,US,37.2001,-94.3502,30.87,34,20,6.91,few clouds
570,Amatitan,MX,20.8333,-103.7167,75.16,15,9,1.86,clear sky
571,Rozhyshche,UA,50.9154,25.2691,26.13,93,11,5.48,few clouds
572,Broken Hill,AU,-31.95,141.4333,85.37,25,28,18.7,scattered clouds
573,Tarapur,IN,19.85,72.7,70.92,54,19,6.44,few clouds
574,Pimenta Bueno,BR,-11.6725,-61.1936,73.99,96,99,1.48,heavy intensity rain
575,Bonavista,CA,48.6499,-53.1147,45.12,78,97,26.13,overcast clouds
576,Husavik,IS,66.0449,-17.3389,12.58,87,88,8.99,overcast clouds
577,Elizabeth City,US,36.2946,-76.2511,62.65,54,0,8.05,clear sky
578,Cardston,CA,49.2,-113.3019,41.07,49,9,7.05,clear sky
579,Wuwei,CN,37.9281,102.6414,21.42,73,76,4.54,broken clouds
580,Goya,AR,-29.14,-59.2626,69.84,60,90,8.88,overcast clouds
581,Kaeo,NZ,-35.1,173.7833,75.33,71,85,15.17,overcast clouds
582,Parati,BR,-23.2178,-44.7131,73.11,96,96,1.01,overcast clouds
583,Bingol,TR,38.8847,40.4939,19.58,62,32,7.45,scattered clouds
584,Homer,US,59.6425,-151.5483,36.77,87,75,3.44,broken clouds
585,Kaka,TM,37.3482,59.6143,42.76,85,99,5.41,overcast clouds
586,Sochi,RU,43.6,39.7303,42.89,68,85,2.59,light rain
587,Camacha,PT,33.0833,-16.3333,59.76,77,40,6.91,scattered clouds
588,Mirabad,AF,30.4362,61.8383,49.35,60,35,10.18,scattered clouds
589,San Cristobal,VE,7.7669,-72.225,71.1,62,91,2.21,overcast clouds
590,Iringa,TZ,-7.7667,35.7,58.93,92,100,1.16,overcast clouds
591,Ramona,US,33.0417,-116.8681,86.52,15,0,10.36,clear sky
592,Lamar,US,33.6668,-95.5836,40.51,23,0,9.22,clear sky
593,Cabedelo,BR,-6.9811,-34.8339,81.27,77,61,9.53,broken clouds
594,Whitecourt,CA,54.1502,-115.6855,34.27,92,82,2.06,broken clouds
595,Marsa Matruh,EG,31.3525,27.2453,55.69,74,0,5.55,clear sky
596,Richards Bay,ZA,-28.783,32.0377,71.76,89,0,9.64,clear sky
597,Qaqortoq,GL,60.7167,-46.0333,30.7,94,100,17.02,overcast clouds
598,Iglesias,IT,39.3114,8.535,47.79,94,6,1.63,clear sky
599,Terra Santa,BR,-2.1042,-56.4869,76.5,87,99,2.42,moderate rain
600,Tevaitoa,PF,-16.7833,-151.5,81.52,72,98,12.88,overcast clouds
601,Korem,ET,12.5058,39.5228,51.76,92,84,2.66,broken clouds
602,Lata,PT,40.1629,-8.3327,46.06,96,43,1.3,scattered clouds
603,Bilibino,RU,68.0546,166.4372,-22.85,97,100,1.39,overcast clouds
604,Sawakin,SD,19.1059,37.3321,69.55,58,14,9.53,few clouds
605,Saint-Pierre,RE,-21.3393,55.4781,78.44,83,0,4.61,clear sky
606,Oranjemund,NA,-28.55,16.4333,67.35,81,0,6.89,clear sky
607,Okhotsk,RU,59.3833,143.3,-10.17,78,7,10.51,clear sky
608,Gayeri,BF,12.6497,0.4931,74.66,12,9,8.01,clear sky
609,Tabory,RU,58.5198,64.5495,-11.42,100,93,3.27,overcast clouds
610,Kimbe,PG,-5.5502,150.1429,85.59,65,80,1.86,broken clouds
611,Paita,PE,-5.0892,-81.1144,73.83,76,100,10.31,overcast clouds
612,Rongcheng,CN,30.634,117.8517,41.97,98,100,2.66,overcast clouds
613,La Ronge,CA,55.1001,-105.2842,-14.78,100,38,4.32,scattered clouds
614,Nantucket,US,41.2835,-70.0995,48.31,81,0,16.11,clear sky
615,Letenye,HU,46.433,16.7258,28.06,72,0,2.95,clear sky
616,Khargone,IN,21.8167,75.6,61.88,29,5,4.99,clear sky
617,Maumere,ID,-8.6199,122.2111,79.97,79,100,3.83,overcast clouds
618,Pacific Grove,US,36.6177,-121.9166,83.8,44,0,4.61,clear sky
619,Bonnyville,CA,54.2668,-110.735,16.83,90,76,7.54,broken clouds
620,Kuah,MY,6.3265,99.8432,79.83,76,53,13.4,broken clouds
621,Gubbio,IT,43.3545,12.5725,41.25,72,41,4.45,scattered clouds
622,Havoysund,NO,70.9963,24.6622,31.08,58,91,13.38,light snow
623,Kokopo,PG,-4.352,152.2633,80.83,77,100,4.09,overcast clouds
624,Phuket,TH,8.0,98.25,86.0,100,20,0.0,few clouds
625,Hervey Bay,AU,-25.2986,152.8535,83.03,59,60,19.69,broken clouds
626,Mangrol,IN,21.1167,70.1167,65.75,40,1,10.31,clear sky
627,Adelaide,AU,-34.9333,138.6,91.85,21,0,8.05,clear sky
628,Albania,AL,41.0,20.0,40.39,72,100,5.82,overcast clouds
629,Goundi,TD,9.3627,17.366,77.14,16,19,5.28,few clouds
630,Gamba,GA,-2.65,10.0,77.31,90,95,3.71,light rain
631,Ati,TD,13.2154,18.3353,70.41,12,37,11.32,scattered clouds
632,Asfi,MA,32.2994,-9.2372,56.3,82,33,12.62,scattered clouds
633,Boyabat,TR,41.4689,34.7667,36.57,84,98,3.06,overcast clouds
634,Gunnedah,AU,-30.9833,150.25,74.82,37,0,9.53,clear sky
635,Agadir,MA,30.4202,-9.5982,54.05,58,19,4.52,few clouds
636,Vytegra,RU,61.0064,36.4481,24.22,89,100,10.45,overcast clouds
637,Galesong,ID,-5.3166,119.3661,75.22,84,100,6.85,overcast clouds
638,Storsteinnes,NO,69.2408,19.2344,17.38,84,38,5.95,scattered clouds
639,Roquetas De Mar,ES,36.7642,-2.6148,55.62,76,15,1.3,few clouds
640,Bangui,CF,4.3612,18.555,76.59,26,81,2.28,broken clouds
641,Heze,CN,35.2431,115.4411,37.53,68,100,2.64,overcast clouds
642,Praya,CV,14.9215,-23.5087,73.56,67,100,18.5,overcast clouds
643,Bardiyah,LY,31.7561,25.0865,54.36,72,0,6.78,clear sky
644,Cartagena,CO,10.3997,-75.5144,80.22,83,20,9.22,few clouds
645,Mocuba,MZ,-16.8392,36.9856,71.13,99,89,3.49,light rain
646,Muncar,ID,-8.4333,114.3333,76.48,90,100,4.29,overcast clouds
647,Mokhsogollokh,RU,61.4681,128.9203,-21.17,97,98,3.4,overcast clouds
648,Krasnoselkup,RU,65.7,82.4667,-8.5,88,5,12.21,clear sky
649,Abha,SA,18.2164,42.5053,53.85,54,0,8.05,clear sky
650,Mandla,IN,22.6,80.3833,52.16,40,1,2.53,clear sky
651,Chipiona,ES,36.7366,-6.437,55.62,82,0,10.36,clear sky
652,Pandan,PH,14.0453,124.1694,77.09,88,100,15.01,overcast clouds
653,Cabo Rojo,PR,18.0866,-67.1457,76.68,83,61,8.57,broken clouds
654,Hoshcha,UA,50.6003,26.6744,26.24,85,8,5.01,clear sky
655,Half Moon Bay,US,37.4636,-122.4286,83.44,44,20,4.61,few clouds
656,Kampot,KH,10.6167,104.1833,77.05,80,30,2.91,scattered clouds
657,Wanning,CN,18.8003,110.3967,70.18,77,100,5.66,overcast clouds
658,Cacahoatan,MX,14.9833,-92.1667,81.34,65,29,2.55,scattered clouds
659,Vyartsilya,RU,62.1764,30.693,14.23,99,83,2.37,broken clouds
660,Esmeraldas,BR,-19.7625,-44.3139,70.66,96,50,3.85,scattered clouds
661,Udimskiy,RU,61.1417,45.9144,9.57,98,100,4.88,overcast clouds
662,Miyako,JP,39.6367,141.9525,36.7,52,49,3.47,scattered clouds
663,Newport,GB,51.5877,-2.9984,50.86,91,100,3.0,light rain
664,Harrisburg,US,40.2737,-76.8844,46.06,53,0,10.0,clear sky
665,Sarkand,KZ,45.41,79.9186,17.73,80,100,5.28,overcast clouds
666,Calahorra,ES,42.3051,-1.9652,46.31,83,89,2.98,overcast clouds
667,Harper,LR,4.375,-7.7169,78.57,86,29,6.55,scattered clouds
668,Catamarca,AR,-28.4696,-65.7852,71.78,68,81,3.0,broken clouds
669,Iguguno,TZ,-4.5697,34.6275,62.17,94,100,3.6,overcast clouds
670,Lokossa,BJ,6.6387,1.7167,78.55,82,73,6.2,broken clouds
671,Namatanai,PG,-3.6667,152.4333,83.79,70,100,4.07,light rain
672,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,67.57,95,92,7.83,overcast clouds
673,Aksha,RU,50.2814,113.2867,-15.75,99,99,1.66,overcast clouds
674,Fort Madison,US,40.6298,-91.3151,20.12,34,5,7.63,clear sky
675,Banyo,CM,6.75,11.8167,66.2,21,73,2.51,broken clouds
676,Qianjiang,CN,30.4151,112.8859,38.89,88,100,0.94,overcast clouds
677,Hovd,MN,48.0056,91.6419,-16.42,85,72,1.81,broken clouds
678,Bereznik,RU,62.8551,42.7072,5.85,98,80,3.38,broken clouds
679,Borogontsy,RU,62.6683,131.1683,-22.9,98,100,1.68,overcast clouds
680,Elban,RU,50.1018,136.5094,15.48,93,100,4.32,light snow
681,Sumbe,AO,-11.2061,13.8437,75.78,78,85,7.09,overcast clouds
682,Palana,RU,59.1167,159.9667,-3.39,87,32,4.83,scattered clouds
683,Sampit,ID,-2.5333,112.95,73.74,93,100,2.04,overcast clouds
684,Kapit,MY,2.0167,112.9333,72.19,100,100,0.98,overcast clouds
685,Augusto Correa,BR,-1.0217,-46.635,75.15,95,48,2.66,scattered clouds
